date,realtime_start,realtime_end,value,pct_change
2019-09-01,2024-05-31,2024-05-31,103.754,1.3044582007069039
2019-10-01,2024-05-31,2024-05-31,103.961,1.3314489010185726
2019-11-01,2024-05-31,2024-05-31,103.997,1.331969209782713
2019-12-01,2024-05-31,2024-05-31,104.282,1.539420258809554
2020-01-01,2024-05-31,2024-05-31,104.458,1.6979184921237511
2020-02-01,2024-05-31,2024-05-31,104.551,1.6420057941708421
2020-03-01,2024-05-31,2024-05-31,104.238,1.1469492314857943
2020-04-01,2024-05-31,2024-05-31,103.796,0.4111404552534115
2020-05-01,2024-05-31,2024-05-31,103.89,0.44862993831338294
2020-06-01,2024-05-31,2024-05-31,104.199,0.7055253264262706
2020-07-01,2024-05-31,2024-05-31,104.541,0.9005096131572854
2020-08-01,2024-05-31,2024-05-31,104.869,1.1653370119909967
2020-09-01,2024-05-31,2024-05-31,105.048,1.2471808315823951
2020-10-01,2024-05-31,2024-05-31,105.124,1.1186887390463696
2020-11-01,2024-05-31,2024-05-31,105.197,1.1538794388299634
2020-12-01,2024-05-31,2024-05-31,105.707,1.3664870255652994
2021-01-01,2024-05-31,2024-05-31,106.145,1.615003159164452
2021-02-01,2024-05-31,2024-05-31,106.522,1.885204350030123
2021-03-01,2024-05-31,2024-05-31,107.066,2.713022122450548
2021-04-01,2024-05-31,2024-05-31,107.662,3.724613665266485
2021-05-01,2024-05-31,2024-05-31,108.207,4.155356627201834
2021-06-01,2024-05-31,2024-05-31,108.755,4.3724028061689735
2021-07-01,2024-05-31,2024-05-31,109.28,4.533149673333914
2021-08-01,2024-05-31,2024-05-31,109.74,4.644842613165001
2021-09-01,2024-05-31,2024-05-31,110.096,4.805422283146754
2021-10-01,2024-05-31,2024-05-31,110.808,5.406947985236488
2021-11-01,2024-05-31,2024-05-31,111.494,5.985912145783612
2021-12-01,2024-05-31,2024-05-31,112.24,6.180290803825672
2022-01-01,2024-05-31,2024-05-31,112.829,6.297046493004843
2022-02-01,2024-05-31,2024-05-31,113.496,6.547004374683163
2022-03-01,2024-05-31,2024-05-31,114.446,6.892944538882562
2022-04-01,2024-05-31,2024-05-31,114.789,6.619791569913236
2022-05-01,2024-05-31,2024-05-31,115.446,6.68995536333139
2022-06-01,2024-05-31,2024-05-31,116.495,7.116914164865995
2022-07-01,2024-05-31,2024-05-31,116.511,6.616947291361641
2022-08-01,2024-05-31,2024-05-31,116.89,6.515400036449792
2022-09-01,2024-05-31,2024-05-31,117.314,6.556096497602093
2022-10-01,2024-05-31,2024-05-31,117.842,6.347917117897617
2022-11-01,2024-05-31,2024-05-31,118.104,5.928570147272505
2022-12-01,2024-05-31,2024-05-31,118.348,5.441910192444754
2023-01-01,2024-05-31,2024-05-31,119.011,5.47908782316604
2023-02-01,2024-05-31,2024-05-31,119.386,5.189610206527107
2023-03-01,2024-05-31,2024-05-31,119.53,4.442269716722302
2023-04-01,2024-05-31,2024-05-31,119.893,4.44641908196779
2023-05-01,2024-05-31,2024-05-31,120.02,3.9620255357483147
2023-06-01,2024-05-31,2024-05-31,120.221,3.19842053307009
2023-07-01,2024-05-31,2024-05-31,120.373,3.314708482460893
2023-08-01,2024-05-31,2024-05-31,120.803,3.3475917529301125
2023-09-01,2024-05-31,2024-05-31,121.267,3.369589307329046
2023-10-01,2024-05-31,2024-05-31,121.309,2.942074981755227
2023-11-01,2024-05-31,2024-05-31,121.296,2.7027027027027195
2023-12-01,2024-05-31,2024-05-31,121.448,2.6193936526176964
2024-01-01,2024-05-31,2024-05-31,121.934,2.456075488820364
2024-02-01,2024-05-31,2024-05-31,122.347,2.480190307071184
2024-03-01,2024-05-31,2024-05-31,122.761,2.703087091106826
2024-04-01,2024-05-31,2024-05-31,123.076,2.6548672566371723
